datetime_local,temperature,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,icon,humidity,icon_encoded,hour,day,temp_dew_spread,wind_gust_ratio
2019-10-14 20:00:00,30.0,13.37,48.0,2.74,3.4,1011.5,0.0,276.0,0.0,clear-night,16.8,4,20,14,16.630000000000003,1.24
2019-10-14 21:00:00,29.0,13.5,62.0,2.9,4.36,1012.13,0.0,275.6,0.0,clear-night,22.5,4,21,14,15.5,1.5
2019-10-14 22:00:00,28.0,14.15,78.0,3.04,5.75,1012.36,0.0,274.8,0.0,clear-night,30.8,4,22,14,13.85,1.89
2019-10-14 23:00:00,27.0,14.78,94.0,3.2,7.09,1012.58,0.0,273.3,0.0,clear-night,38.9,4,23,14,12.22,2.22
2019-10-15 00:00:00,26.0,15.1,109.0,3.17,7.172499999999999,1012.76,0.0,272.3,0.0,clear-night,45.5,4,0,15,10.9,2.26
2019-10-15 01:00:00,25.0,15.29,126.0,2.84,6.27,1012.22,0.0,272.3,0.0,clear-night,51.4,4,1,15,9.71,2.21
2019-10-15 02:00:00,25.0,15.41,137.0,2.46,4.99,1011.59,0.0,272.5,0.0,clear-night,52.0,4,2,15,9.59,2.03
2019-10-15 03:00:00,24.0,15.46,125.0,2.2,4.2,1011.33,0.0,272.6,0.0,clear-night,57.3,4,3,15,8.54,1.91
2019-10-15 04:00:00,23.0,15.4,93.0,2.03,3.87,1011.37,0.0,272.5,0.0,clear-night,62.0,4,4,15,7.6,1.91
2019-10-15 05:00:00,22.0,15.38,52.0,1.9,3.66,1011.52,0.0,273.1,0.0,clear-night,66.9,4,5,15,6.619999999999999,1.93
2019-10-15 06:00:00,23.0,16.19,56.0,1.86,3.44,1011.96,0.0,273.2,0.0,clear-night,66.0,4,6,15,6.809999999999999,1.85
2019-10-15 07:00:00,24.0,17.17,94.0,1.97,3.69,1012.71,0.0,273.0,0.0,clear-day,65.9,5,7,15,6.829999999999998,1.87
2019-10-15 08:00:00,26.0,17.43,121.0,2.12,4.23,1013.38,1.0,273.4,0.0,clear-day,57.2,5,8,15,8.57,2.0
2019-10-15 09:00:00,28.0,17.03,155.0,2.1,4.19,1013.71,3.0,273.2,0.0,clear-day,45.2,5,9,15,10.969999999999999,2.0
2019-10-15 10:00:00,31.0,15.98,198.0,1.93,3.61,1013.8,5.0,272.4,0.0,clear-day,24.9,5,10,15,15.02,1.87
2019-10-15 11:00:00,33.0,14.79,225.0,1.77,2.99,1013.92,7.0,273.0,0.0,clear-day,8.9,5,11,15,18.21,1.69
2019-10-15 12:00:00,35.0,13.41,185.0,1.75,2.41,1013.55,7.5,274.2,0.0,clear-day,0.0,5,12,15,21.59,1.38
2019-10-15 13:00:00,36.0,11.56,94.0,1.85,1.98,1012.57,7.0,274.0,0.0,clear-day,0.0,5,13,15,24.439999999999998,1.07
2019-10-15 14:00:00,36.0,9.88,6.0,1.96,1.96,1011.71,6.0,274.0,0.0,clear-day,0.0,5,14,15,26.119999999999997,1.0
2019-10-15 15:00:00,35.0,8.79,321.0,2.02,2.02,1011.17,4.0,274.1,0.0,clear-day,0.0,5,15,15,26.21,1.0
2019-10-15 16:00:00,36.0,8.36,333.0,2.06,2.14,1010.98,2.0,274.5,0.0,clear-day,0.0,5,16,15,27.64,1.04
2019-10-15 17:00:00,35.0,8.2,1.0,2.07,2.35,1011.13,0.0,274.7,0.0,clear-day,0.0,5,17,15,26.8,1.14
2019-10-15 18:00:00,34.0,9.86,33.0,2.16,2.76,1011.58,0.0,274.1,0.0,clear-night,0.0,4,18,15,24.14,1.28
2019-10-15 19:00:00,32.0,11.53,58.0,2.12,3.16,1011.95,0.0,273.1,0.0,clear-night,0.0,4,19,15,20.47,1.49
2019-10-15 20:00:00,30.0,11.36,66.0,1.94,3.47,1011.94,0.0,272.3,0.0,clear-night,6.8,4,20,15,18.64,1.79
2019-10-15 21:00:00,28.0,11.78,65.0,1.89,4.28,1011.98,0.0,271.6,0.0,clear-night,18.9,4,21,15,16.22,2.26
2019-10-15 22:00:00,27.0,12.72,37.0,1.95,5.59,1012.21,0.0,271.1,0.0,clear-night,28.6,4,22,15,14.28,2.87
2019-10-15 23:00:00,26.0,13.69,325.0,2.05,6.83,1012.45,0.0,270.5,0.0,clear-night,38.4,4,23,15,12.31,3.33
2019-10-16 00:00:00,25.0,13.88,347.0,2.14,7.12,1012.66,0.0,270.3,0.0,clear-night,44.4,4,0,16,11.12,3.33
2019-10-16 01:00:00,25.0,14.54,47.0,2.18,6.37,1012.37,0.0,270.5,0.0,clear-night,47.7,4,1,16,10.46,2.92
2019-10-16 02:00:00,24.0,15.0,69.0,2.21,5.41,1012.16,0.0,270.9,0.0,clear-night,55.0,4,2,16,9.0,2.45
2019-10-16 03:00:00,23.0,15.24,80.0,2.25,4.79,1012.11,0.0,271.7,0.0,clear-night,61.2,4,3,16,7.76,2.13
2019-10-16 04:00:00,22.0,15.18,87.0,2.34,4.5,1012.51,0.0,272.8,0.0,clear-night,65.9,4,4,16,6.82,1.92
2019-10-16 05:00:00,22.0,15.77,85.0,2.24,3.95,1013.26,0.0,274.3,0.0,clear-night,68.8,4,5,16,6.23,1.76
2019-10-16 06:00:00,23.0,16.57,130.0,2.04,3.89,1013.87,0.0,275.3,0.0,clear-night,67.8,4,6,16,6.43,1.91
2019-10-16 07:00:00,23.0,16.91,159.0,2.29,4.86,1014.18,0.0,275.4,0.0,clear-day,69.6,5,7,16,6.09,2.12
2019-10-16 08:00:00,25.0,17.02,127.0,2.75,5.68,1014.4,1.0,275.2,0.0,clear-day,60.1,5,8,16,7.98,2.07
2019-10-16 09:00:00,27.0,16.73,118.0,2.77,5.38,1014.68,3.0,275.1,0.0,clear-day,48.7,5,9,16,10.27,1.94
2019-10-16 10:00:00,30.0,16.24,131.0,2.46,3.93,1014.52,5.0,275.0,0.0,clear-day,31.2,5,10,16,13.760000000000002,1.6
2019-10-16 11:00:00,33.0,15.67,145.0,2.21,2.63,1014.19,7.0,275.6,0.0,clear-day,13.4,5,11,16,17.33,1.19
2019-10-16 12:00:00,35.0,14.85,125.0,2.12,2.15,1013.71,7.5,276.0,0.0,clear-day,0.0,5,12,16,20.15,1.01
2019-10-16 13:00:00,36.0,13.57,70.0,2.06,2.06,1012.65,7.0,275.3,0.0,clear-day,0.0,5,13,16,22.43,1.0
2019-10-16 14:00:00,36.0,12.27,16.0,2.02,2.02,1011.51,6.0,274.6,0.0,clear-day,0.0,5,14,16,23.73,1.0
2019-10-16 15:00:00,35.0,11.44,351.0,2.06,2.06,1010.81,4.0,274.5,0.0,clear-day,0.0,5,15,16,23.560000000000002,1.0
2019-10-16 16:00:00,36.0,11.25,0.0,2.19,2.2,1010.51,2.0,274.7,0.0,clear-day,0.0,5,16,16,24.75,1.0
2019-10-16 17:00:00,35.0,11.09,18.0,2.3,2.33,1010.11,0.0,275.0,0.0,clear-day,0.0,5,17,16,23.91,1.01
2019-10-16 18:00:00,34.0,13.27,27.0,2.41,3.09,1010.56,0.0,274.0,0.0,clear-night,0.0,4,18,16,20.73,1.28
2019-10-16 19:00:00,31.0,15.34,33.0,2.52,4.55,1011.81,0.0,272.8,0.0,clear-night,21.7,4,19,16,15.66,1.81
2019-10-16 20:00:00,30.0,14.9,46.0,2.58,5.83,1012.28,0.0,272.8,0.0,clear-night,24.5,4,20,16,15.1,2.26
2019-10-16 21:00:00,28.0,15.04,62.0,2.63,6.59,1012.43,0.0,272.8,0.0,clear-night,35.2,4,21,16,12.96,2.51
2019-10-16 22:00:00,27.0,15.38,81.0,2.64,6.8,1012.63,0.0,272.9,0.0,clear-night,41.9,4,22,16,11.62,2.58
2019-10-16 23:00:00,27.0,15.58,99.0,2.66,6.92,1012.98,0.0,273.3,0.0,clear-night,42.9,4,23,16,11.42,2.6
2019-10-17 00:00:00,26.0,15.64,108.0,2.65,6.65,1013.18,0.0,273.3,0.0,clear-night,48.2,4,0,17,10.36,2.51
2019-10-17 01:00:00,25.0,15.66,108.0,2.59,5.72,1012.95,0.0,272.6,0.0,clear-night,53.3,4,1,17,9.34,2.21
2019-10-17 02:00:00,25.0,15.6,105.0,2.54,4.75,1012.77,0.0,271.9,0.0,clear-night,53.0,4,2,17,9.4,1.87
2019-10-17 03:00:00,24.0,15.48,105.0,2.53,4.24,1012.6,0.0,271.6,0.0,clear-night,57.4,4,3,17,8.52,1.68
2019-10-17 04:00:00,23.0,15.21,105.0,2.59,4.16,1012.22,0.0,271.9,0.0,clear-night,61.0,4,4,17,7.789999999999999,1.61
2019-10-17 05:00:00,23.0,15.9,107.0,2.62,4.18,1012.08,0.0,271.9,0.0,clear-night,64.5,4,5,17,7.1,1.6
2019-10-17 06:00:00,24.0,16.93,118.0,3.06,4.37,1012.78,0.0,271.9,0.0,clear-night,64.6,4,6,17,7.07,1.43
2019-10-17 07:00:00,25.0,17.13,128.0,3.56,4.81,1013.57,0.0,272.1,0.0,clear-day,60.6,5,7,17,7.870000000000001,1.35
2019-10-17 08:00:00,26.0,17.08,134.0,3.65,5.16,1014.03,1.0,272.2,0.0,clear-day,55.4,5,8,17,8.920000000000002,1.41
2019-10-17 09:00:00,28.0,16.67,148.0,3.73,5.0,1014.12,3.0,272.3,0.0,clear-day,43.4,5,9,17,11.329999999999998,1.34
2019-10-17 10:00:00,31.0,16.03,170.0,3.85,4.35,1014.07,5.0,272.2,0.0,clear-day,25.2,5,10,17,14.969999999999999,1.13
2019-10-17 11:00:00,33.0,15.25,177.0,3.89,3.89,1014.0,7.0,272.9,0.0,clear-day,11.2,5,11,17,17.75,1.0
2019-10-17 12:00:00,35.0,14.03,151.0,3.35,3.37,1013.23,7.5,273.5,0.0,clear-day,0.0,5,12,17,20.97,1.01
2019-10-17 13:00:00,36.0,12.18,109.0,2.1,2.46,1011.81,7.0,273.1,0.0,clear-day,0.0,5,13,17,23.82,1.17
2019-10-17 14:00:00,36.0,10.63,288.0,0.94,1.79,1010.7,6.0,272.7,0.0,clear-day,0.0,5,14,17,25.369999999999997,1.9
2019-10-17 15:00:00,35.0,10.36,242.0,0.65,1.47,1010.18,3.0,273.0,0.0,clear-day,0.0,5,15,17,24.64,2.26
2019-10-17 16:00:00,34.0,11.35,68.0,1.19,1.6,1010.23,1.0,273.9,0.0,clear-day,0.0,5,16,17,22.65,1.34
2019-10-17 17:00:00,32.0,12.46,106.0,1.94,2.2,1010.66,0.0,274.9,0.0,partly-cloudy-day,2.3,3,17,17,19.54,1.13
2019-10-17 18:00:00,31.0,12.99,106.0,2.2,2.62,1010.98,0.0,275.2,0.0,partly-cloudy-night,10.0,2,18,17,18.009999999999998,1.19
2019-10-17 19:00:00,30.0,13.26,100.0,2.27,3.06,1011.54,0.0,275.2,0.0,partly-cloudy-night,16.3,2,19,17,16.740000000000002,1.35
2019-10-17 20:00:00,28.0,13.66,118.0,2.54,3.87,1011.98,0.0,275.6,0.0,partly-cloudy-night,28.3,2,20,17,14.34,1.52
2019-10-17 21:00:00,27.0,14.07,128.0,2.61,4.7,1012.25,0.0,275.9,0.0,partly-cloudy-night,35.3,2,21,17,12.93,1.8
2019-10-17 22:00:00,26.0,14.58,132.0,2.49,5.6,1012.12,0.0,275.9,0.0,clear-night,42.9,4,22,17,11.42,2.25
2019-10-17 23:00:00,25.0,14.97,131.0,2.37,6.38,1011.85,0.0,276.3,0.0,clear-night,49.8,4,23,17,10.03,2.69
2019-10-18 00:00:00,25.0,14.81,115.0,2.38,7.06,1011.79,0.0,276.6,0.0,clear-night,49.1,4,0,18,10.19,2.97
2019-10-18 01:00:00,24.0,14.9,109.0,2.74,7.172499999999999,1011.76,0.0,276.3,0.0,clear-night,54.5,4,1,18,9.1,2.62
2019-10-18 02:00:00,24.0,15.25,113.0,3.19,7.172499999999999,1011.56,0.0,275.9,0.0,clear-night,56.2,4,2,18,8.75,2.25
2019-10-18 03:00:00,23.0,15.2,113.0,3.33,7.172499999999999,1011.37,0.0,275.7,0.0,clear-night,61.0,4,3,18,7.800000000000001,2.15
2019-10-18 04:00:00,22.0,15.12,120.0,3.26,7.172499999999999,1010.93,0.0,275.7,0.0,clear-night,65.6,4,4,18,6.880000000000001,2.2
2019-10-18 05:00:00,22.0,15.52,125.0,3.13,7.172499999999999,1010.89,0.0,275.3,0.0,clear-night,67.6,4,5,18,6.48,2.29
2019-10-18 06:00:00,23.0,16.25,112.0,3.3,6.48,1012.22,0.0,275.3,0.0,clear-night,66.2,4,6,18,6.75,1.96
2019-10-18 07:00:00,23.0,16.69,77.0,3.73,6.63,1013.67,0.0,276.1,0.0,clear-day,68.4,5,7,18,6.309999999999999,1.78
2019-10-18 08:00:00,24.0,16.79,29.0,4.05,6.68,1014.4,1.0,277.0,0.0,clear-day,64.0,5,8,18,7.210000000000001,1.65
2019-10-18 09:00:00,25.0,16.72,9.0,4.09,6.23,1014.88,2.0,277.4,0.0,clear-day,58.6,5,9,18,8.280000000000001,1.52
2019-10-18 10:00:00,27.0,16.55,47.0,3.87,5.28,1015.13,5.0,277.4,0.0,clear-day,47.8,5,10,18,10.45,1.36
2019-10-18 11:00:00,29.0,16.29,92.0,3.63,4.25,1014.99,6.0,277.3,0.0,clear-day,36.4,5,11,18,12.71,1.17
2019-10-18 12:00:00,30.0,15.92,118.0,3.64,3.73,1014.4,7.0,276.8,0.0,clear-day,29.6,5,12,18,14.08,1.02
2019-10-18 13:00:00,32.0,15.32,131.0,3.87,3.87,1013.24,7.0,276.1,0.0,clear-day,16.6,5,13,18,16.68,1.0
2019-10-18 14:00:00,33.0,14.56,139.0,4.06,4.06,1012.01,5.0,275.3,0.0,clear-day,7.8,5,14,18,18.439999999999998,1.0
2019-10-18 15:00:00,33.0,13.82,137.0,3.99,3.99,1011.09,3.0,274.9,0.0,clear-day,4.1,5,15,18,19.18,1.0
2019-10-18 16:00:00,34.0,13.53,126.0,3.71,3.73,1010.49,1.0,274.7,0.0,partly-cloudy-day,0.0,3,16,18,20.47,1.01
2019-10-18 17:00:00,32.0,13.53,118.0,3.35,3.45,1010.2,0.0,274.6,0.0,partly-cloudy-day,7.7,3,17,18,18.47,1.03
2019-10-18 18:00:00,31.0,13.66,112.0,2.99,3.12,1010.33,0.0,274.7,0.0,partly-cloudy-night,13.3,2,18,18,17.34,1.04
2019-10-18 19:00:00,29.0,13.84,107.0,2.59,2.93,1010.75,0.0,275.1,0.0,partly-cloudy-night,24.2,2,19,18,15.16,1.13
2019-10-18 20:00:00,27.0,14.57,92.0,2.27,3.17,1012.32,0.0,275.2,0.0,partly-cloudy-night,37.8,2,20,18,12.43,1.4
2019-10-18 21:00:00,27.0,15.22,78.0,2.03,2.99,1013.11,0.0,275.4,0.0,partly-cloudy-night,41.1,2,21,18,11.78,1.47
2019-10-18 22:00:00,26.0,16.46,74.0,2.93,6.4,1013.11,0.0,275.3,0.0,partly-cloudy-night,52.3,2,22,18,9.54,2.18
2019-10-18 23:00:00,25.0,17.8,65.0,4.18,7.172499999999999,1013.63,0.0,275.0,0.0,partly-cloudy-night,64.0,2,23,18,7.199999999999999,1.72
2019-10-19 00:00:00,24.0,18.13,60.0,4.07,7.172499999999999,1013.67,0.0,275.0,0.0,partly-cloudy-night,70.6,2,0,19,5.870000000000001,1.76
2019-10-19 01:00:00,24.0,18.25,62.0,3.22,7.172499999999999,1013.85,0.0,275.0,0.0,clear-night,71.2,4,1,19,5.75,2.23
2019-10-19 02:00:00,23.0,18.16,63.0,2.43,6.0,1013.83,0.0,275.2,0.0,clear-night,75.8,4,2,19,4.84,2.47
2019-10-19 03:00:00,22.0,17.81,61.0,2.14,4.88,1013.76,0.0,275.4,0.0,clear-night,79.0,4,3,19,4.190000000000001,2.28
2019-10-19 04:00:00,21.0,17.25,59.0,2.23,4.33,1013.94,0.0,275.5,0.0,clear-night,81.2,4,4,19,3.75,1.94
2019-10-19 05:00:00,21.0,17.09,58.0,2.44,4.07,1014.3,0.0,275.8,0.0,clear-night,80.4,4,5,19,3.91,1.67
2019-10-19 06:00:00,22.0,17.14,57.0,2.74,4.38,1014.76,0.0,276.5,0.0,clear-night,75.7,4,6,19,4.859999999999999,1.6
2019-10-19 07:00:00,22.0,17.07,57.0,3.14,5.33,1015.43,0.0,277.7,0.0,clear-day,75.4,5,7,19,4.93,1.7
2019-10-19 08:00:00,23.0,16.96,58.0,3.44,6.1,1016.05,1.0,278.8,0.0,clear-day,69.8,5,8,19,6.039999999999999,1.77
2019-10-19 09:00:00,25.0,16.66,69.0,3.65,5.6,1016.3349999999998,2.0,279.0,0.0,clear-day,58.3,5,9,19,8.34,1.53
2019-10-19 10:00:00,28.0,16.21,85.0,3.38,3.85,1016.3349999999998,5.0,278.6,0.0,clear-day,41.1,5,10,19,11.79,1.14
2019-10-19 11:00:00,30.0,15.83,94.0,3.07,3.1,1016.3349999999998,6.0,277.7,0.0,clear-day,29.2,5,11,19,14.17,1.01
2019-10-19 12:00:00,32.0,15.21,87.0,2.85,3.04,1015.9,7.0,277.1,0.0,clear-day,16.1,5,12,19,16.79,1.07
2019-10-19 13:00:00,33.0,14.01,66.0,2.21,2.39,1014.87,7.0,276.9,0.0,clear-day,5.0,5,13,19,18.990000000000002,1.08
2019-10-19 14:00:00,33.0,12.62,39.0,1.74,1.97,1013.66,5.0,276.8,0.0,clear-day,0.0,5,14,19,20.380000000000003,1.13
2019-10-19 15:00:00,34.0,11.0,22.0,1.69,1.87,1012.88,3.0,276.8,0.0,clear-day,0.0,5,15,19,23.0,1.11
2019-10-19 16:00:00,34.0,9.71,12.0,2.05,2.13,1012.37,1.0,277.1,0.0,clear-day,0.0,5,16,19,24.29,1.04
2019-10-19 17:00:00,33.0,9.19,22.0,2.69,2.69,1012.36,0.0,276.6,0.0,clear-day,0.0,5,17,19,23.810000000000002,1.0
2019-10-19 18:00:00,31.0,12.07,30.0,2.84,3.59,1013.19,0.0,276.3,0.0,clear-night,5.3,4,18,19,18.93,1.26
2019-10-19 19:00:00,29.0,15.17,25.0,2.91,5.34,1013.96,0.0,277.5,0.0,partly-cloudy-night,30.8,2,19,19,13.83,1.84
2019-10-19 20:00:00,27.0,15.23,22.0,3.34,6.88,1014.26,0.0,278.6,0.0,partly-cloudy-night,41.2,2,20,19,11.77,2.06
2019-10-19 21:00:00,26.0,15.61,19.0,3.27,6.43,1014.64,0.0,279.0,0.0,partly-cloudy-night,48.0,2,21,19,10.39,1.97
2019-10-19 22:00:00,25.0,16.1,15.0,2.63,3.89,1015.06,0.0,278.7,0.0,partly-cloudy-night,55.5,2,22,19,8.899999999999999,1.48
2019-10-19 23:00:00,25.0,16.19,6.0,2.16,2.28,1015.58,0.0,278.6,0.0,partly-cloudy-night,56.0,2,23,19,8.809999999999999,1.06
2019-10-20 00:00:00,25.0,15.9,359.0,2.08,2.21,1015.16,0.0,278.6,0.0,partly-cloudy-night,54.5,2,0,20,9.1,1.06
2019-10-20 01:00:00,24.0,15.69,4.0,2.09,2.46,1014.79,0.0,278.4,0.0,partly-cloudy-night,58.4,2,1,20,8.31,1.18
2019-10-20 02:00:00,23.0,15.32,17.0,2.17,3.03,1014.54,0.0,278.2,0.0,partly-cloudy-night,61.6,2,2,20,7.68,1.4
2019-10-20 03:00:00,22.0,14.93,45.0,2.03,3.17,1014.54,0.0,278.0,0.0,partly-cloudy-night,64.6,2,3,20,7.07,1.56
2019-10-20 04:00:00,21.0,14.7,100.0,1.67,2.89,1014.31,0.0,278.0,0.0,partly-cloudy-night,68.5,2,4,20,6.300000000000001,1.73
2019-10-20 05:00:00,20.0,14.59,100.0,1.34,2.56,1014.09,0.0,278.2,0.0,partly-cloudy-night,73.0,2,5,20,5.41,1.91
2019-10-20 06:00:00,21.0,15.1,5.0,1.0,2.07,1015.06,0.0,278.0,0.0,partly-cloudy-night,70.5,2,6,20,5.9,2.07
2019-10-20 07:00:00,22.0,15.61,358.0,0.89,1.92,1016.17,0.0,278.2,0.0,clear-day,68.0,5,7,20,6.390000000000001,2.16
2019-10-20 08:00:00,22.0,15.48,335.0,1.1,2.25,1016.3349999999998,1.0,279.0,0.0,clear-day,67.4,5,8,20,6.52,2.05
2019-10-20 09:00:00,24.0,15.24,326.0,1.25,2.41,1016.3349999999998,2.0,279.3,0.0,clear-day,56.2,5,9,20,8.76,1.93
2019-10-20 10:00:00,27.0,14.79,333.0,1.39,2.48,1016.3349999999998,4.0,279.6,0.0,clear-day,38.9,5,10,20,12.21,1.78
2019-10-20 11:00:00,30.0,14.05,341.0,1.53,2.39,1016.3349999999998,6.0,277.7,0.0,clear-day,20.2,5,11,20,15.95,1.56
2019-10-20 12:00:00,32.0,12.7,341.0,1.86,2.53,1015.95,7.0,275.5,0.0,clear-day,3.5,5,12,20,19.3,1.36
2019-10-20 13:00:00,33.0,10.22,333.0,2.47,3.16,1014.52,7.0,275.5,0.0,clear-day,0.0,5,13,20,22.78,1.28
2019-10-20 14:00:00,33.0,8.077499999999999,325.0,3.08,3.77,1013.05,5.0,275.6,0.0,clear-day,0.0,5,14,20,24.9225,1.22
2019-10-20 15:00:00,33.0,8.077499999999999,322.0,3.42,4.05,1012.11,3.0,275.8,0.0,clear-day,0.0,5,15,20,24.9225,1.18
2019-10-20 16:00:00,33.0,8.077499999999999,323.0,3.53,4.05,1011.58,1.0,276.2,0.0,clear-day,0.0,5,16,20,24.9225,1.15
2019-10-20 17:00:00,32.0,9.77,334.0,3.53,3.73,1012.18,0.0,276.7,0.0,clear-day,0.0,5,17,20,22.23,1.06
2019-10-20 18:00:00,30.0,12.72,344.0,3.36,3.36,1013.11,0.0,277.1,0.0,clear-night,13.6,4,18,20,17.28,1.0
2019-10-20 19:00:00,29.0,13.1,341.0,2.98,2.98,1013.58,0.0,277.2,0.0,clear-night,20.5,4,19,20,15.9,1.0
2019-10-20 20:00:00,27.0,13.17,338.0,2.53,2.65,1014.07,0.0,277.3,0.0,clear-night,30.8,4,20,20,13.83,1.05
2019-10-20 21:00:00,26.0,13.15,343.0,2.33,2.69,1014.22,0.0,277.4,0.0,clear-night,35.8,4,21,20,12.85,1.15
2019-10-20 22:00:00,25.0,13.04,357.0,2.37,2.85,1014.42,0.0,277.6,0.0,clear-night,40.2,4,22,20,11.96,1.2
2019-10-20 23:00:00,24.0,12.87,12.0,2.4,3.0,1014.47,0.0,277.7,0.0,clear-night,44.3,4,23,20,11.13,1.25
2019-10-21 00:00:00,23.0,12.46,23.0,2.27,3.12,1013.95,0.0,277.4,0.0,clear-night,47.3,4,0,21,10.54,1.37
2019-10-21 01:00:00,22.0,12.06,30.0,1.96,3.14,1013.36,0.0,276.9,0.0,clear-night,50.3,4,1,21,9.94,1.6
2019-10-21 02:00:00,22.0,11.87,35.0,1.59,2.98,1012.96,0.0,276.5,0.0,clear-night,49.3,4,2,21,10.13,1.87
2019-10-21 03:00:00,21.0,11.77,34.0,1.31,2.68,1013.02,0.0,276.2,0.0,clear-night,53.8,4,3,21,9.23,2.05
2019-10-21 04:00:00,19.0,11.85,21.0,1.09,2.2,1013.32,0.0,276.3,0.0,clear-night,64.2,4,4,21,7.15,2.02
2019-10-21 05:00:00,19.0,12.01,358.0,0.95,1.75,1013.43,0.0,276.4,0.0,clear-night,65.0,4,5,21,6.99,1.84
2019-10-21 06:00:00,20.0,11.9,38.0,0.96,1.59,1014.15,0.0,276.3,0.0,clear-night,59.5,4,6,21,8.1,1.66
2019-10-21 07:00:00,21.0,11.89,96.0,1.04,1.48,1015.1,0.0,276.4,0.0,clear-day,54.4,5,7,21,9.11,1.42
2019-10-21 08:00:00,22.0,12.06,262.0,1.15,1.32,1015.45,1.0,276.5,0.0,clear-day,50.3,5,8,21,9.94,1.15
2019-10-21 09:00:00,24.0,11.94,214.0,1.31,1.37,1015.47,2.0,276.3,0.0,clear-day,39.7,5,9,21,12.06,1.05
2019-10-21 10:00:00,26.0,11.46,91.0,1.55,1.71,1015.25,4.0,275.9,0.0,clear-day,27.3,5,10,21,14.54,1.1
2019-10-21 11:00:00,29.0,10.54,5.0,1.76,2.06,1015.09,6.0,275.0,0.0,clear-day,7.7,5,11,21,18.46,1.17
2019-10-21 12:00:00,31.0,9.21,323.0,2.19,2.59,1014.51,7.0,274.3,0.0,clear-day,0.0,5,12,21,21.79,1.18
2019-10-21 13:00:00,32.0,8.077499999999999,317.0,3.01,3.56,1013.02,7.0,274.3,0.0,clear-day,0.0,5,13,21,23.9225,1.18
2019-10-21 14:00:00,32.0,8.077499999999999,319.0,3.77,4.5,1011.58,5.0,274.5,0.0,clear-day,0.0,5,14,21,23.9225,1.19
2019-10-21 15:00:00,32.0,8.077499999999999,321.0,4.08,5.2,1010.65,3.0,274.7,0.0,clear-day,0.0,5,15,21,23.9225,1.27
2019-10-21 16:00:00,32.0,8.077499999999999,323.0,3.94,5.68,1010.31,1.0,274.9,0.0,clear-day,0.0,5,16,21,23.9225,1.44
2019-10-21 17:00:00,31.0,8.077499999999999,326.0,3.61,6.08,1010.73,0.0,275.7,0.0,clear-day,0.0,5,17,21,22.9225,1.68
2019-10-21 18:00:00,30.0,8.077499999999999,325.0,3.12,5.62,1011.0,0.0,276.4,0.0,clear-night,0.0,4,18,21,21.9225,1.8
